00KSCJkYb8JKa4Y3	rock,german,progressive,emo
aGc4BpRD7USo9Wjz	rock,pop,singer-songwriter,alternative,melanie c
aGenGqyAioKQzm71	hard rock,rock,stoner rock,australian,psychedelic rock
aGf4DOFlGPDJdbKz	irish,folk,punk,rock
aH1chdvjw95c4Ryt	electronic,minimal,techno,minimal techno,electronica
aHC0wLnfqzNDKfXq	pop,british,featuring,kiss and make up
aHItERfW7uqMixLw	rnb,pop,electronic,uk
aHe8LNDwkAZVz4hv	kick,indie rock,indie
aI7Q3mrQFMBoyPjh	rock,polish,80s
aIHkRpvDISfojoSC	indie,dance,indie pop,usa,american,cut copy
aIfXZE9pyNZEvVPM	rap,hip-hop,drill,french rap
aJKazDWkBw3hCtdY	70s,love,easy listening,classic rock
aJTG9Juq6TPXAn1I	rock,indie rock,00s,southern rock
aJpJRGGCpxjnd9uJ	hinooooo,k-pop,korean,nct dream
aKI4n02KJsrClkBa	rock,80s,alternative rock,alternative
aKMJnMJhmDppXRKQ	synthpop,glitch pop,witch house
aKntDDowLlErakhZ	progressive metal,progressive rock,shot i like
aLvxWFUG2iTvVdEB	2017,french,new wave,rock,80s,french,new wave,rock
aM1ZylFgbEbPhp2J	reggae,natiruts
aM6lNuipz7wQ14vx	rap,hip-hop,rap venezolano
aMuGWbGYJL3st6GC	alternative rock,experimental,sitar,lonely,lass uns ein bisschen rumreisen,alternative,experimental,rock
aP6UiMYSNiXkYrPM	funk,acid jazz,dance,funky,disco
aPGEFVR3wfeLWgA8	acoustic,folk,indie,singer-songwriter
aQIoH8pOP8OsaxcC	poptron,indie,indie rock,british
aQSASn7RGl5BNB1a	alternative rock,rock,alternative,indie,placebo,british
aQtUa94cM9h8Jb4g	rnb,soul,electronic,rnb,soul,electronic
aQuqy0i8EHfHPmOe	experimental,indie,ambient,love
aR0wo7I5yDjrpid9	synthwave,synthpop
aRCGx4nhV5PviN9S	electronic,new wave,synthpop,synth pop,80s
aRN83J2U5Rm9oSvg	funk metal,progressive rock,alternative metal,les claypool
aRUvABrOeGztnPXz	lo-fi,psychedelic,lo fi,indie,chillwave
aRdz1ELD4wD8s8DX	funk rock,rock,alternative rock,funk,alternative,rock,alternative rock,funk rock
aRg4LxwmC7yvhYji	groove metal,metal,thrash metal,heavy metal
aThnNfVlc9IWCFd9	indie,indie rock,rock,female vocalists,yeah yeah yeahs,alternative
aU9WaAPSeOF83CkN	progressive rock
aUbD6C3U0E8e4t3t	hardcore,rock,brasil,nacional,countrycore,matanza
aUzEAFfkaenUIZyG	jazz,instrumental,nu jazz,nujazz
aVHznuhucfKdV3BY	post-hardcore,alternative,rock,alternative metal,emo
aVXgBl00M7PFpRWh	summer,glitch,idm,electronica
aW8rSML6wUSrZyMt	indie,folk,singer-songwriter,indie folk
aWkKbJ0uZ3rvCXYR	pop,dance,rnb,female vocalists
aWqOLbdKQVy7fMGx	j-pop,city pop,idol,vaporwave,japanese,jpop
aX8BTfDuZV4SzyW0	latin,pop,latin pop,spanish,romantica,latin,pop,latin pop
aXsCVzcs27GoblcA	house,garage,deep house
aYEaTM5ZcdDu7h2N	acoustic,mellow,singer-songwriter,indie
aZLdLKFzw3qwAyri	indie,lush,alternative,electronic,british,indie rock
aZQqgibQmvEDIxZa	melodic death metal,metal,death metal
aZrvQTMg7rCXR9Mx	polish,indie,electronic,female vocalist
aava9gRPcQ7mO6A3	melodic death metal,death metal
abYcacgA2sm0daCN	neo-soul,soul,female vocalists,rnb
abvAmtUQR8Y6wkip	clube da esquina,70s,mpb,brasil,mpb,clube da esquina,brazilian
abvIaI26YYhHPVwm	metal,cover,groove metal,soundtrack,thrash metal
accjhFQnHg1gZwQs	psychedelic,psychedelic rock,indie rock,indie,grunge,australian
aceXMM0MhtZEMp9J	indie,indie rock,acoustic,listen with your eyes closed
acfOFFvtMHnkfqSG	60s,classic rock,pop,rock,oldies
acjhg2hVGkR27zLX	space rock,shoegaze,psychedelic,indie,alternative
ad0fOnpjwvGhtLqm	pop,dance,female vocalists,gwen stefani
ae4gTp2329gBuzdd	folk,christmas,christmas songs,singer-songwriter
aeyhSNlz7VfE6wBP	black metal,old school black metal
afmSDk2caOd8CCfx	pop,90s,irish
ag7wQWpT7m7tqyCl	folk punk,rock,punk
ag8ZUUnjQRaX6eCx	post-punk,melancholic,i,atmospheric,post-punk,new wave,indie
agF7GNHr5zQChv9b	pop,love,jordin sparks,bloodshy and avant
agJzBRCgZxsHMFe1	good lyrics,greatest guitar solos,turk rock,touching solos,pinhani -ne guzel guldun,turkish rock,turkish,soft rock
agQRGRGsrciJHywA	doom metal,2017,traditional doom metal
ah4k9wIAii5ZYefA	punk rock,punk,rock,punk rock,punk,rock
ahG5rLCZkoeswOyr	rock,alternative rock,muse,alternative,british
ahs9pXb2YTj5hx29	jazz,female vocalists,blues,jazz vocal,fip
ai9RiaIwL4heOeyG	shoegaze
aiTcinX9660OVlG3	guitar,indie,finnish,singer-songwriter
aiYjIzQKIlo90ddq	alternative rock,alternative,rock,placebo,90s
aiitiMQSSlvJDqpD	indie,acoustic,singer-songwriter,emo,indie rock,folk rock
aiqSAbP4IMaOvHxj	punk rock,melodic hardcore,rock,rise against
ajY2DyuWBZwq1ljE	emo,pop-punk,emo,pop punk,indie
ajugVzaPifYPebiB	80s,pop,new wave,love
ak6x8Hu0EPXMaNA5	shoegaze,80s pop,darkwave,cold wave
ak9tLVJdRicqd54g	nu metal,hard rock,metal,heavy metal
akCadU3h1HTA4D2T	house,2018 releases,electronic,deep house,french
akyl6Y3wuZVxWvvZ	rap,hip-hop,hip hop,eminem
alKUXvCYBFzkFXxV	pop,ronan keating,rock
alLiFpkto84bTls1	alternative psychedelic,art pop,clinically romantic,avantgarde pop
amfj6mY9IDwjljuT	nautical,rock,indie rock,ween,alternative
an1sxulm4vBcc5az	thrash metal,metal,heavy metal,testament
angkRVGHTyMrz6I0	indie rock,rock,indie,alternative,garage rock,alternative rock
apIpt4mxGncZKNSv	hardcore,indie,uk,screamo,british,hardcore,indie,uk
apKie7ES4VWZn0ix	post-punk,alternative,80s
apiiHI5RubJLhV7m	folk,indie,indie pop,love at first listen,6 of 10 stars
aqNG1JrdAABhxBrA	brasil,love songs,mpb,5 of 10 stars
aqf3MfFiPlMsoNdC	pop,dance,ballad
ar5wWQPVWasoHI9C	rap,hip-hop
arFact5frY7Il4l3	pop,french,female vocalists,80s
at8RA9hndRumOFQD	blues,soul,female vocalists,rhythm and blues
atOPJOcBxoTaNZAK	pop,british,bittersweet,chillout,minimal
atbVc1L7CNJTbM14	metal,power metal,progressive metal,symphonic metal,oriental metal,tunisian
atbhcVg8HAYhGrnx	alternative,indie pop,alternative pop,5432fun
atdFGYF4KsvFap5z	new wave,80s,post-punk,electronic
athZShpJEYgE5Dqx	melodic death metal,female fronted metal
ausIejFCXCHSe3mn	power metal,brazilian,progressive metal
avNXrFuXcjRVyDVO	love,indie,indie rock,danish
avTefuLjqVTOchyR	country,brooks and dunn,country rock,male vocalists
avqg3c2IqMZN6nas	doom metal,doom,heavy metal,traditional doom metal
avvaMT48CG8kcJ5m	experimental,weird,a capella,indie,alternative,a cappella
awEmTXDvAQ1bkwbw	alternative,indie,alternative rock,rock,panic at the disco,alternative,rock,indie
awu3Sk6GcajXpgKo	rock,80s,new wave,pop,female vocalists,90s
awz8VZr24UlrPQu3	intro,soundtrack,the vampire diaries,pittsburgh penguins
axubrXOqsop1FpkW	post-hardcore,metal,emocore,emo
axvpCJsqDIBG7164	teen,lotus,hetero,sertanejo,flop,fim
ayH8E72NTuOu1SPE	female vocalists,singer-songwriter,alternative,piano,rock
ayscvFYQiw8A9qL6	k-pop,korean,btob,kpop
az0tkpW6rJUzES6I	progressive rock,post-rock,british,rock
azLOHkh51WAbtzRa	2014,female vocalists,chamber pop
azsUSW5ji21khs0S	chillout,electronica,-favorites-,mellow mood
b06N3VdGxGtqNJpe	pop,italian,x factor,italian pop,italians do it better
b0ZircMC00oin2og	shreds,indie rock
b15HwJMw75Oti8qV	pop,female vocals,denmark,danish
b1EmQGbIP5iA7b77	brasil,rock nacional,rock gaucho,engenheiros,bluz
b1FMg1NFyfjPm7dn	hard rock,classic rock,70s,deep purple,rock,hard rock,classic rock,rock
b1FOyCr8Futqw0lf	country,pop,dixie chicks,country,female vocalists,bluegrass
b1gYQ76OfuIJDx4D	folk,nordic folk,neofolk,norwegian,folk,neofolk,ambient
b1zUVHW2rTsC0niU	rock,new wave,80s,classic rock
b2IercF7lOU1dj4f	electronic,future garage,idm,brainfeeder,experimental,dubstep
b2d2F0KkUlAWna5t	mellow,female vocalists,dream pop,indie,beautiful,melancholy
b35FyntYBrV84iaN	los hermanos,rock,brazilian rock,mpb,brazilian,mpb,alternative rock
b480cZP9cTdB8T12	female vocalists,bossa nova
b4AlyvmSpX8EKBtX	pop,rock
b4GbTZpgeOIE32k0	pop,soundtrack,american,home,movie song,new york rangers
b58NG6ZlayiJZflq	folk,2018,hardcore,female vocalists,indie folk,acoustic
b6GvzyVKuN6hPCcg	classic rock,rock,70s,british,the rolling stones,fip
b6pUONQ1cQW50iMp	smooth jazz,brian culbertson,jazzyspianojams
b7B9HWNmMTN5h2hZ	90s,brazilian rock,rock brazuca,rock brasil
b8Jb95SRVnl7DL7v	experimental,indie,songs about aids
b8g7a7SBTTU1EDDz	lo-fi,alternative,noise pop,party hard,i want back to the 2010s
b8oIPzxrJUZkeXhS	punk,punk rock,indie rock,rock
b8qdr9JEkvClBKB7	brandy,rnb,soul,female vocalists,slow jams
b8qlPORztQLRaoPl	metalcore,melodic death metal,metal,hardcore
b8rSxomJMbzjH1QM	country
b8sfXTZOsfAAa4AN	heavy metal,metal,thrash metal,metallica,rock
b92O1HDFfA7MKEqA	progressive rock,peter gabriel
b94gCxshy0dXbZoA	melodic hardcore,hardcore,screamo,post-hardcore,hardcore,screamo,melodic hardcore
b9AQbQu1Gx9jchbd	reggae,brazil
b9kmI9TuST3JDKzv	indie rock,rock,indie,british,alternative
bAGXPZfeQaHMpURx	heavy metal,power metal
bAl6GqgGi7fFZqU6	progressive rock,amazing,progressive rock,experimental,indie
bB0eeg7XN1TEjNrE	pop,indie,swedish,wtf,czy ty jestes szwedzka slonico normalna,pokurwiona
bBgjksPVwpGiRKGr	cover,pop,dance,german,eurodance
bBm6R74Occ0T9WFv	downtempo,glitch hop,wonky,chiptune,electronic,glitch
bBquA6LRnsrO0Orj	thrash metal,metalcore,heavy metal,metal,trivium
bCKvKdnDqolBYsE1	new jack swing,pop,dance,female vocalists,rnb
bDImq3tOXw447l4o	funk
bDb6BHAZBiOswRXL	singer-songwriter,alt-country,american,indie rock,screw you up the butthole ryan adams,2017 single
bDcDcHWitglRzpjs	doom metal,progressive metal,depressive rock,gothic metal,metal
bDmecyTaV0HUL74I	french,acoustic,french pop,downtempo,5
bEvqT5kD0osBlAwd	rock,alternative rock,nu metal,alternative
bFOJfWoxOjDW4XlV	alternative rock,christian rock,hard rock,best forever and ever to me untill i die
bFfPn9KwgSd09j8b	alternative rock,rock,funtime
bGIPmBYilP8udbgg	punk,punk rock
bGJ1fPLmmLZElMwP	90s,pop,summer,happy,alternative
bGOsJLprj3lrJs1X	progressive metal,avant-garde,avant-garde metal,progressive metal,avant-garde metal,avant-garde
bGl7grA0FI4vR4R5	metalcore,metal
bGntq2M7i3og37wz	pop,dance,happy,mika,britpop
bHHxTEIjL3PuReYE	j-pop,punk,jpop,pop,idol,asian
bHJlWxI4J5w3CN2D	heavy metal,hard rock,metal,classic rock
bHhyWHrpLNSK7CCC	indie,indie pop,indie rock,dream pop
bIM5Q201HcVYT3PK	piano rock,indie pop,indie,pop,pop rock,piano rock,indie pop,indie
bJXqTWW3IhEc1QRe	canadian,alternative,rock,queer as folk,alternative rock,indie
bJbd5isjj4wqId0B	alternative rock,rock,alternative,90s,soundtrack,grunge
bJmutNf4pJb3JNJ9	rock,80s,punk,iggy pop
bKLAO03gUUZ1rfT4	dream pop,indie,indie pop,singapore,dream pop,indie,indie pop
bKU8R1YmN96mDFKs	folk,neofolk,beautiful
bKxJHUbk5MmT4UqK	piano,ambient,contemporary classical,melancholic,post-classical,neoclassical
bLmTpCdQ2pvzsb6l	post-punk,new wave,alternative,the cure
bMY5UhoJzK554rK8	pop,electropop,female vocalists,indie pop
bMmqOt28D3vYEnSU	k-pop,korean,btob,kpop
bN5ba7NPC3zGyI6e	indie rock,indie,rock,brunelds
bN9egN6fJRxGWe4C	fip,hip-hop,rap,hip hop
bOI4UsGCA3FhjMRH	electroclash,instrumental,electronic,electropop,electronica
bOYCcpbUP5L6fzh3	rnb,jagged edge,slow jams,lets get married - jagged edge,soul,rnb,jagged edge,soul
bOgcWhux4B9dVecb	dream pop,ethereal,cocteau twins,dream,she sings so sweetly,smile
bOw9ut5CxATBFXzm	canadian,best of 2012,indie,indie,indie pop,canadian
bPYhJWYCPySRkHKC	post-rock,instrumental,post rock,famous names
bPdK3pYsPQvRaTf4	post-rock,instrumental,ambient,post rock,post-rock,instrumental,ambient
bPsteBFRiBgUi5tH	rnb,beyonce,pop,female vocalists,best thing i never had
bQ73YjpQvHdreWOe	country,pop,female vocalists,singer-songwriter,acoustic
bQuFUmXyiMRof0KO	pop,pop rock,brazilian,00s,dance
bQvewFp4galdxvFq	new wave,rock,female vocalists,80s,new wave,pop
bQz00TdWrcSsbZOd	electronic,new wave,depeche mode,alternative,synth pop,synthpop
bR7sn2qJU5j5irG5	latin pop,colombian
bRF8pBKpzCRAsn6t	engelbert humperdinck,oldies,easy listening,release me,60s,oldies,60s,easy listening
bRfjJJUAMnmoNHGh	country,alan jackson
bRrNAKvE5CreT3GG	acoustic,singer-songwriter,jack johnson,chill
bSPICnBZJQyZ8E4x	spanish,electronic,electropop,synthpop,spanish pop
bSkN1CylTQ1mc0S7	indie,indie pop,happy,upbeat,makes me smile
bT75PhG3NdF7PZ1W	pop,scottish,love at first listen,psychedelic pop
bTZAQWb0rLzftxrJ	power metal,symphonic metal,symphonic power metal,ballad
bTcxdTd00Ed7eFgw	alternative rock,alternative,rock,indie,britpop
bU8ldLxKSMFmkJdT	77davez-all-tracks,new wave,rock,70s,alternative,post-punk
bUwq9R146ZWcAK3u	post-rock,instrumental
bVGPPAanYoqw1ElE	trance,dance,vocal trance,atb,electronic
bVLvgquuk6mwc1Zp	latin
bVkNV9YcmvfE2x2d	synthwave,synthpop,electropop,electroclash,ebm,synthwave,synthpop,electropop
bVxU4bkXQcooOUxF	french,chanson francaise,chanson,oldies
bWKX11QKBmnybgKC	rap,hip-hop,rap triste,rap,hip-hop,rap triste
bWWdx7UWIoiACEdg	swedish,pop,male vocalists,2010
bWpIS4YhMBK5KxjL	pop punk,rock,pop,alternative,pop rock
bWuofLm0XpcWnEnS	hip-hop,russian,underground hip-hop,abstract hip-hop,rap,rock
bX5M3qUMGBUjjMqT	rap,trap,cloud rap
bXEQUkwhMeCgyAUs	power metal,heavy metal
bXKybqsyy7KDlYtN	rap,brazilian,underground
bXUtXEansZmn31Bl	fip,blues,60s,classic rock,rock n roll,oldies,classic rock
bY10EPWCJ9dl6baS	dance,pop,electronic
bY1z9WCAB0ymqD22	oldies,60s,classic rock,pop,rock,singer-songwriter,classic rock,pop
bYIE2wsyipy49tFj	female vocalists,indie pop,pop,loved,indie,female vocalists,indie pop
bYqZW9G7sBuJXwUa	post-hardcore,ambient,hardcore,post hardcore
bYvzL9r2329xog6m	love songs,80s,soul,pop,lionel richie
bZOe91GTFbo16Eqh	metalcore,progressive metal,progressive metalcore,djent
baMIxwzJb7u5qTLN	death metal,old school death metal
baN3c1PKr6M9Vb6Z	rock,alternative rock,alternative,incubus,90s
bbI3jFRHtMWPKwJo	indie,spanish indie pop,spanish
bbVpQclTUoGuvvP0	pop,rnb,british,male vocalists,electronic
bbqpHOxoSblhGnX6	ambient,experimental,winter,electronic
bcXs6aKaTCvO33i9	dubstep,electronic,ambient,dub
bcezPilJO8OYJLdW	j-pop,japanese,pop
bcfXyBVTHa8cK1Gi	grunge,alternative rock,rock,alternative,australian
bcfmgB53YEYuYVyY	chaotic hardcore,mathcore,hardcore,metalcore,experimental,chaotic hardcore,hardcore,mathcore
bdw1UJJiVDwzWxTA	post-punk,80s,new wave,rock,1980s
be5ULvKwfaKpUOA3	mpb,brazilian,brasil,folk
beG9rSyZQEchmGPZ	cover,pop,country,female vocalists
beYu2TN89KrdfD2x	symphonic metal,gothic metal,female fronted metal
beufDWK6CE4eDuD0	oldies,easy listening,danny kaye
bfAJnlVNbnSeVHK7	pop,alternative pop,fav,catchy,norwegian,pepp
bfIPnBrrD16nvc0h	post-hardcore,screamo,rock,alternative rock
bfZ29kKH6bnC6TaU	folk,guitar,pop,acoustic,female vocalists,singer-songwriter
bffvNF2nWIRx5BWs	nu jazz,mellow,chillout,lounge
bfrMWPVsRglKR83D	indie,acoustic,indie rock,00s
bh015Iz4RVf1KBWQ	experimental hip-hop,rap,experimental,track of the year
bh2cTu0WT4xkT7Bf	heavy metal,power metal,2019,finnish,metal
bhC2irBn6eOqLnqY	k-pop,korean,rnb,se7en,k-pop,korean,se7en
bhTLRMfKnCUFzExH	rock,classic rock,glam rock,70s,david bowie
bhUzZjcw4Ja2yPfU	pj harvey,female vocalists,british,rock,alternative,alternative rock
bi878sdqYHuvH8kB	soul,jazz,blues,rhythm and blues,ray charles
biFqaKzSGxmYyfgX	electropop,electroclash,synthpop,hino
bjOD9cPE8aINcfxK	mod,freakbeat,rock,indie
bkDQIyAFj2CIiL8r	pop,brazilian,mpb,female vocalist,brazilian music,female vocalists
bkWIzj3kIoGXyBZz	rock,classic rock,british,singer-songwriter,classic rock,rock,british
blZ9zSQBqOMxcPhN	pop,christmas,vanessa carlton,female vocalists
bmGCAfAjJGc5HG0r	post-hardcore,a day to remember,pop punk,hardcore
bmUo44WgvLNmEOoG	latin pop,mexican pop,2015
bnOxKlH33gGRva6m	punk rock,rock,punk,green day,alternative
bnnkS6qAnxJlz8VJ	gothic,gothic rock,goth,new wave
bnomEQbVPsiOUMbs	soundtrack,instrumental,2018 releases,trailer music,orchestral,soundtrack,instrumental,trailer music
bo5vKAMfEMFmj4IF	pop,groovy,feel good,influential,life song,attitude
boEUnEUEkZ9N0Bcu	70s,dance,disco
boLtFF3Jejg1Pm5q	heavy metal,hard rock,metal,classic rock,dio
boQoVaKvCyKOjpbk	pop,ukrainian,electronic,ukraine
botiD7zE4uDh9IwJ	alternative rock,indie,brasil,mpb,los hermanos,brazilian
bozS7S1Bd397C0iE	belgian,2015 single,soul,female vocalists,jazz
bq3DFXzQdCgL5Yx1	beats,instrumental,hip hop,beats,instrumental,hip hop
bqZzl4bUlrvoBWhv	witcher,soundtrack,instrumental,epic
bqdc8C3NQUOudxWK	70s,pop,female vocalists
bqhTTyfHjZm37yCv	latin,pop,latin pop,pop latino
bqjM8SupQNqUaPBE	post-hardcore,punk,punk rock
bqk4aDgA8YXkshM1	punk,post-punk
br8LGoIoLZ7AXJNR	shoegaze,2017,emo,post-hardcore,slowcore,shoegaze,emo,post-hardcore
brBpKsxXpkxKWOIM	rock,classic rock,hard rock,70s,60s,british
brLdKgZoZL3MFDxD	mpb,bossa nova,samba,brazilian,brasil
bsizTBFio63TNrJO	progressive rock,classic rock,rock,80s,alan parsons
bt05OEJoJtVqMAlZ	punk,russian,riot grrrl,female vocalists,punk rock
btvTYZbEkPT017Tm	post-rock,instrumental
bu12l8MrV8lV8LNK	garage rock,post-punk,garage punk,riot grrrl,indie
bu1VAGtGFvEdQ4xC	swing,40s,jazz,oldies,female vocalists
buHeO5K8Osr4o2xQ	k-pop,girl group
buL8XwkXo77c2rgc	dance,pop,great lyrics,10s,2016,puzata xata
buj0BUAyzLrx5hGN	pop,latin pop,latin,spanish,dance,90s
bvLm90ppTqGEo6e9	soul,80s,female vocalists,quiet storm
bvQOW9z5bt67w4i7	pop,soul,female vocalists,hip-hop,sad,warm
bw5Mrk31wgy8PikG	beautiful,indie,peaceful,melancholy,acoustic,singer-songwriter,indie
bwcGtV1nV8WPfuEO	lo-fi,hip-hop,2,chill
bwrsbEP5ebgcQTO7	hard rock,classic rock,70s
bwscgLmAUxV6fjer	country,female vocalists
bwzZkvE0ihEkS0UE	electronic,synthpop,australian,indie,electro,indietronica
bxDwTve1BPQ32mGN	rock,alternative rock,brazilian rock,indie,moveis coloniais de acaju
bxV5qfy1L4hXsKxT	death metal,old school death metal,metal
bxdnwFPMNVQYHPWo	indie,garage rock,rock,alternative rock,garage rock,indie,indie rock
bxk6WOp7BpL0wppg	acoustic,mellow,indie pop
byXORiSPZADaSCxL	soundtrack,star wars
byZ4FrDQ0vQ82QBX	girl group,female vocals,k-pop,female vocalists,korean,kpop
bypsB2K6ADXUTBfl	gothic rock,singer-songwriter,female vocalists,experimental,darkwave
bz6QqJ0JTB1oHkOV	2014,pop,dance,female vocalists
bzHwDeJj9UjIcofm	2019,post-punk,punk,spoken word,british
bzKC3quTf7xliRmN	indie,folk,pop
bzqg8Cq18O1nJIiQ	electro,electronic,electronica,electroclash,dance
bzyMAj2zih80Su8W	hard rock,post-grunge
c0DOx4e1YPc1Gdhn	hip-hop,rap,underground hip-hop,underground rap
c0QsAKW6CrKULjVQ	hip-hop,lil skies,2018,rap,cloud rap,hip-hop,rap,cloud rap
c0VQUnEe2miJhKSn	rap,hip hop,hip-hop,alternative,female vocalists
c0oTPqvKZKkIyvkx	electronic,electroclash,electropop,synthpop,synth pop,electronica
c1NfTE4ELlK56buS	ambient,contemporary classical,icelandic,soundtrack,electronic,film score
c1RfCbcaU8UjIl5C	electronic,synthpop,new wave,goth,american,post-punk
c1U1QpDeVb5657Jb	experimental,icelandic,electronic,singer-songwriter
c1VjMYXO17ZsIoPx	pop,urban,rnb,groovy,attitude
c2TVWgfugYp9lHcR	nu metal,stabbing westward,bliston,gorg,bison burger,nu metal,metal,rock
c2fPDlCAAF6AK7sq	latin,party
c2ver6lYpL1yWUI9	post-hardcore,alternative rock,angsty,rock
c31h1TkpfspcVM0N	punk,oi,british
c3pVu5Vh7lXpomUr	acoustic,folk,pop,indonesian
c3rvoc9eNmJ8bNCj	thai,pop,thai pop,female vocalists
c44tYj67oU0cFHe4	mpb,pop,brasil
c4NvI7LVw2G9lIV8	pop,brazilian,female vocalists,rnb,dance,pop,brazilian,female vocalists
c4oeRmbmqozrYQ0M	post-hardcore,saosin,post-hardcore,emo,screamo
c5NmembXHyw9yNxs	fip,rock,indie,alternative,garage rock,lo-fi,psychedelic
c5qNyFeeXepXU6Mx	pop,90s,rock,dance,cher,pop,female vocalists,dance
c6xpIU8h8Tqt020P	rock,alternative rock,alternative,indie rock
c7w6n6KAUo9Psh4U	rock,swedish,alternative,indie,rock,swedish,indie
c88PmdhhS7mXgRZQ	folk,indie,loved
c8CxxTCEAD99pd7w	rap,hip hop,rap nacional
c8J37j3zl9dxOzP9	pop,dance,princesa do pop,hino,anitta chora e esperneia,que tiro
c8PgsLUYYNVTQEtI	electronic,electronica,dance,techno,big beat
c9MIKOu6DMVQmW73	singer-songwriter,folk,anti-folk,indie
c9W6h4NmedTuTQgP	alternative,alternative rock,new wave,rock,best of the cure
c9azALt30ol36Sfr	heavy metal,metal,iron maiden,nwobhm
cAxcW63QKdgQEr6l	progressive metal,metal,progressive rock,dream theater
cB0Q4iGuS9IQ5Ido	pop,christina aguilera,female vocalists,rnb
cB6Xtcs569wQnxxl	gothic rock,gothic metal,gothic,finnish,gothic rock,finnish,gothic metal
cBHUZNr249XTmxwL	soul,indie,electronic,alternative,rnb,british
cBLLRWdFVuEX3FeJ	j-rock,visual kei,japanese,jrock,rock,hard rock
cBbuwK42P6TivY32	indie,dreampop,female vocalists,pop,dreamy
cBrElDA4dxCJ3C6l	mpb,brazilian,tropicalia,bossa nova,brasil
cBxt9mrvcgPWB7Ph	gothic metal,doom metal,metal
cCTOkAC3enFtOUMh	power metal,heavy metal,symphonic metal,metal
cD7UWcobaN8mLqyb	60s,rock,classic rock,psychedelic,1969,cosmic country and psychedelic americana
cDBVsXA8aI7P5QiL	britpop,indie,90s,british,1992
cDUDWICCP4YvwXYU	rnb,soul,uk,pop
cDgtmqxPaNaZQeV4	love,mellow,alternative rock,rock
cEAm0nZDHEs4tiXo	alternative,indie,indie rock,experimental
cEJHrKsbqXW3uLkT	ambient,ethereal,darkwave,gothic
cEbpmBXZQ16JLcYn	punk rock,melodic hardcore,punk,rock
cEkzeQ2Yqmmi1NuR	pagode,brazilian,samba,male vocalists
cEnxd5Ltx3EgedgS	indie pop,experimental,dream pop,pop,synthpop
cEvDgA1voE4yaxb1	electronic,idm,ambient,electronica,downtempo,loved
cGLi5tm4WpRJwL8g	punk rock,punk,hardcore punk
cH0LL6St3qiZRfaO	pop,electropop,rnb,beautiful,2018 single,hino
cH1YE9vFx7jk1rfv	progressive metal,progressive rock,nostalgic,beautiful,metalcore,progressive
cHN1hiQQJOz93Msc	post-rock,instrumental,experimental,electronic
cHitdXIBiJZdPJEW	folk,indie pop,indie,british
cHl5TI3jKBcNuuIA	rap,hip-hop,brazil
cHskexca51Qry0Tw	country,country rock,cover
cHtHcdeinkUAOF8L	hip-hop,shoegaze,experimental,industrial,melancholy,dark
cIR5GlaQRMsrcCMK	pop,female vocalists,romanian,electronic
cIskT8L3XmYmrBmS	funk,acid jazz,dance,funky,jamiroquai
cItkoIyGIr9LrIJS	folk,indie,indie folk,alternative,beirut
cJaHOM5cdGW2klUa	as only tim buckley can do it,folk,singer/songwriter,lovely
cJuKNBNeeYlQ7Vds	rap,brazilian,rap nacional
cKFTcdU3JUGDWb2B	indie rock,indie,alternative,canadian,rock
cKIYRmQBNTGxx8er	pop,rock
cKSvVxApROAbGJRx	hip-hop,pop,rnb
cLg3AIgxxlI1U0sy	chillout,trip-hop,downtempo,lounge,electronic
cLkKPegusNN2b7T2	funk,soul,jamz,mpls
